number,value,datetime_start,datetime_complete,duration,params_embedding_mode,params_learning_rate,params_n_nodes_layer_0,params_n_nodes_layer_1,params_n_nodes_layer_2,params_n_nodes_layer_3,params_num_hidden_layers,params_segmentation_dropout_rate,params_total_updates,params_updates_per_epoch,params_weight_decay_embedding,params_weight_decay_segmentation,user_attrs_scaledentropy,user_attrs_test/rho2,user_attrs_test_acc,state
60,0.6699976325035095,2025-10-26 11:31:51.125553,2025-10-26 11:31:57.319206,6,class-specific,0.012667172183415879,64,128,64.0,,3,0.12551440446377293,600,40,0.000165916735863186,0.00015090844847133459,0.23757795989513397,0.39014190435409546,0.721238911151886,COMPLETE
52,0.678800106048584,2025-10-26 11:30:55.462577,2025-10-26 11:31:01.048873,5,class-specific,0.011265339212626761,64,128,64.0,,3,0.24103916171953355,1500,20,0.000786863962239636,0.001483581980747617,0.28046631813049316,0.382129430770874,0.707411527633667,COMPLETE
180,0.681987464427948,2025-10-26 11:44:35.544237,2025-10-26 11:44:43.436160,7,shared,0.012253239822220562,64,128,64.0,,3,0.11154584831365066,600,40,0.00012710899420439661,0.0008703362442932613,0.22958476841449738,0.37922823429107666,0.7173672318458557,COMPLETE
42,0.6822280287742615,2025-10-26 11:29:56.401566,2025-10-26 11:30:00.278536,3,class-specific,0.020221108920436198,64,64,64.0,,3,0.19970455354498626,600,20,0.0002789489371430751,0.008516518422188668,0.43740954995155334,0.3790092468261719,0.7123894095420837,COMPLETE
141,0.6823562383651733,2025-10-26 11:39:54.904212,2025-10-26 11:40:01.389227,6,shared,0.01086483091219317,64,128,128.0,,3,0.24339236940127632,600,40,0.00014500739124057867,0.0007873851544958193,0.43028342723846436,0.3788926601409912,0.7112832069396973,COMPLETE
191,0.6885652542114258,2025-10-26 11:45:54.077716,2025-10-26 11:45:59.955598,5,shared,0.013031248003967532,64,128,64.0,,3,0.13263117986456974,1500,20,0.0033499654723436055,0.0008025329324538012,0.2773011028766632,0.3732408881187439,0.7079645991325378,COMPLETE
138,0.6933295726776123,2025-10-26 11:39:33.777132,2025-10-26 11:39:40.835288,7,shared,0.011791036184652206,64,128,128.0,,3,0.24592477281243863,600,40,0.00016540470006138423,0.0008014079334467412,0.1789686381816864,0.368904173374176,0.7090708017349243,COMPLETE
167,0.6936674118041992,2025-10-26 11:43:12.128931,2025-10-26 11:43:18.124733,5,class-specific,0.015547069077605951,128,256,64.0,,3,0.14367185881851924,1500,40,0.00013628761173813394,0.0012669813650244394,0.4842750132083893,0.36859673261642456,0.7134955525398254,COMPLETE
165,0.6946042776107788,2025-10-26 11:43:03.551305,2025-10-26 11:43:08.471779,4,class-specific,0.012768908082840688,64,128,64.0,,3,0.1459060395329393,600,40,0.0003290436582269685,0.001066787666973735,0.2280978411436081,0.3677440285682678,0.7057521939277649,COMPLETE
92,0.6956291794776917,2025-10-26 11:35:10.330107,2025-10-26 11:35:16.569243,6,shared,0.010741565531050523,64,128,64.0,,3,0.11837405842791512,600,40,0.00011049684148233705,0.0006275599282638974,0.4705846905708313,0.36681103706359863,0.7195796370506287,COMPLETE
76,0.6969461441040039,2025-10-26 11:33:32.763985,2025-10-26 11:33:37.077303,4,shared,0.009201162950074672,64,128,64.0,,3,0.3436941229003344,600,40,0.004592303469794571,0.00016547953323249774,0.2332638055086136,0.365612268447876,0.7112832069396973,COMPLETE
115,0.6971792578697205,2025-10-26 11:37:32.979665,2025-10-26 11:37:38.804514,5,class-specific,0.01789009162984652,128,256,64.0,,3,0.17633072512418058,1500,20,0.000311436001936736,0.000646001617124257,0.19885952770709991,0.36540013551712036,0.69856196641922,COMPLETE
173,0.6975011229515076,2025-10-26 11:43:49.860419,2025-10-26 11:43:55.297694,5,shared,0.021347328144401132,64,128,64.0,,3,0.3583917517311551,1500,40,0.00013551706166270514,0.0014093837291697649,0.37004366517066956,0.36510711908340454,0.696349561214447,COMPLETE
