number,value,datetime_start,datetime_complete,duration,params_embedding_mode,params_learning_rate,params_n_nodes_layer_0,params_n_nodes_layer_1,params_n_nodes_layer_2,params_n_nodes_layer_3,params_num_hidden_layers,params_segmentation_dropout_rate,params_total_updates,params_updates_per_epoch,params_weight_decay_embedding,params_weight_decay_segmentation,user_attrs_scaledentropy,user_attrs_test/rho2,user_attrs_test_acc,state
168,0.6428675651550293,2025-10-26 12:12:49.140257,2025-10-26 12:12:54.139694,4,class-specific,0.011643503904425286,64,64,64.0,,3,0.08631559712353555,600,20,0.0012786156374346993,0.00021879220722900283,0.534671425819397,0.41483670473098755,0.7267699241638184,COMPLETE
69,0.6445260643959045,2025-10-26 12:02:46.756471,2025-10-26 12:02:51.322068,4,class-specific,0.022596837081871025,128,64,64.0,,3,0.09784776926066464,600,20,0.00036168949641672126,0.0001841841984813173,0.7996880412101746,0.41332703828811646,0.7234513163566589,COMPLETE
182,0.6521086692810059,2025-10-26 12:14:03.640052,2025-10-26 12:14:08.609383,4,class-specific,0.009451769097685503,128,64,64.0,,3,0.08906223250328599,600,20,0.0001133504900662364,0.00023863262246762173,0.5376702547073364,0.4064250588417053,0.7195796370506287,COMPLETE
107,0.6559203267097473,2025-10-26 12:07:01.764675,2025-10-26 12:07:07.948403,6,class-specific,0.01521738405712342,128,256,128.0,128.0,4,0.13286824421582633,1500,20,0.00020076212188497659,0.0024124232327460983,0.6759792566299438,0.40295565128326416,0.7240044474601746,COMPLETE
78,0.6573475003242493,2025-10-26 12:03:27.417058,2025-10-26 12:03:31.931274,4,class-specific,0.03011597070342197,128,64,64.0,,3,0.13447572246294895,600,20,0.00858908210805367,0.00022163322190190085,0.6633994579315186,0.40165644884109497,0.7107300758361816,COMPLETE
144,0.6595011353492737,2025-10-26 12:10:31.372279,2025-10-26 12:10:36.208105,4,class-specific,0.016282084392302724,128,64,64.0,,3,0.09201557098493018,600,20,0.0005406290956438404,0.00019395940140392245,0.6308721303939819,0.39969611167907715,0.7134955525398254,COMPLETE
188,0.6625039577484131,2025-10-26 12:14:30.664569,2025-10-26 12:14:36.027410,5,class-specific,0.010883599846205969,256,64,64.0,,3,0.06164414016942971,300,20,0.00011336561617508056,0.0014195994739164023,0.5404328107833862,0.3969629406929016,0.7107300758361816,COMPLETE
150,0.6664003133773804,2025-10-26 12:11:18.717723,2025-10-26 12:11:23.193512,4,class-specific,0.011557388641962475,128,64,64.0,,3,0.14410551605657215,600,10,0.0010947879543068799,0.00021220593882599297,0.38183483481407166,0.3934163451194763,0.7079645991325378,COMPLETE
67,0.6687915921211243,2025-10-26 12:02:35.930005,2025-10-26 12:02:41.478520,5,class-specific,0.014324539845247003,128,64,64.0,,3,0.07150896396148437,600,20,0.0063861156806554985,0.00015144010126645036,0.5899514555931091,0.3912397623062134,0.7157079577445984,COMPLETE
97,0.6698713898658752,2025-10-26 12:05:57.277435,2025-10-26 12:06:01.736591,4,class-specific,0.018987127170050494,128,256,64.0,64.0,4,0.06357283926359847,300,20,0.008777058433313516,0.003907096296936406,0.7919806838035583,0.39025676250457764,0.7184734344482422,COMPLETE
108,0.671261191368103,2025-10-26 12:07:07.987642,2025-10-26 12:07:12.255231,4,class-specific,0.01888047752156979,128,64,128.0,128.0,4,0.054337362330484654,600,10,0.00017185473832470626,0.002337181184316899,0.6776889562606812,0.3889917731285095,0.7118362784385681,COMPLETE
169,0.6714299321174622,2025-10-26 12:12:54.169559,2025-10-26 12:12:58.149877,3,class-specific,0.011397429323857572,64,64,64.0,,3,0.03985915765112441,600,20,0.0011873597245758486,0.00030621304150455777,0.3270251452922821,0.38883811235427856,0.7118362784385681,COMPLETE
186,0.6717921495437622,2025-10-26 12:14:20.726467,2025-10-26 12:14:25.632021,4,class-specific,0.010468836691283056,256,64,128.0,,3,0.08700161068777627,300,20,0.0001170978495303855,0.00018800824328743692,0.7519233226776123,0.3885084390640259,0.7151548862457275,COMPLETE
