number,value,datetime_start,datetime_complete,duration,params_embedding_mode,params_learning_rate,params_n_nodes_layer_0,params_n_nodes_layer_1,params_n_nodes_layer_2,params_n_nodes_layer_3,params_num_hidden_layers,params_segmentation_dropout_rate,params_total_updates,params_updates_per_epoch,params_weight_decay_embedding,params_weight_decay_segmentation,user_attrs_scaledentropy,user_attrs_test/rho2,user_attrs_test_acc,state
173,0.6132766604423523,2025-10-26 12:13:29.129532,2025-10-26 12:13:36.030790,6,class-specific,0.007257792232182876,128,64,256.0,,3,0.04062505460528317,1500,20,0.00012078428949355001,0.0008423065782425265,0.5321822762489319,0.4417714476585388,0.7228982448577881,COMPLETE
129,0.6248758435249329,2025-10-26 12:08:46.532340,2025-10-26 12:08:53.705306,7,class-specific,0.00799275474384477,128,64,64.0,,3,0.2939883990629844,1500,20,0.00019754907020224548,0.0001661674775647921,0.5453690886497498,0.4312134385108948,0.7328540086746216,COMPLETE
148,0.6326779127120972,2025-10-26 12:10:58.943102,2025-10-26 12:11:04.824844,5,class-specific,0.007699895412572209,64,256,128.0,,3,0.1301303743504392,1500,20,0.00015901905940090164,0.00011967879365229888,0.6909028887748718,0.4241117238998413,0.7217920422554016,COMPLETE
80,0.6327309608459473,2025-10-26 12:04:09.035658,2025-10-26 12:04:14.168269,5,class-specific,0.008157744685880094,128,64,64.0,,3,0.21659265689140683,600,20,0.00012063128325778099,0.0003294275752292782,0.6864458322525024,0.42406338453292847,0.7278761267662048,COMPLETE
51,0.6334568858146667,2025-10-26 12:01:28.019872,2025-10-26 12:01:32.772607,4,class-specific,0.010014516219584258,128,128,256.0,,3,0.06617459019879675,600,20,0.00019040795647922337,0.0007334956367673319,0.7078012228012085,0.42340272665023804,0.7217920422554016,COMPLETE
71,0.6348769664764404,2025-10-26 12:03:08.559511,2025-10-26 12:03:13.315737,4,class-specific,0.010076644025889236,128,128,256.0,,3,0.11435492363206431,600,20,0.00026729585640214524,0.0006710182291601684,0.6555767059326172,0.42211002111434937,0.721238911151886,COMPLETE
59,0.6354933381080627,2025-10-26 12:02:07.381198,2025-10-26 12:02:13.215016,5,class-specific,0.0090570421915614,128,128,256.0,,3,0.11065868169644863,600,20,0.0001160079615776334,0.00018985885176936454,0.4159872531890869,0.4215490221977234,0.7367256879806519,COMPLETE
186,0.636772632598877,2025-10-26 12:14:54.429495,2025-10-26 12:14:57.750722,3,class-specific,0.009689398371945419,128,64,256.0,,3,0.040015040731898543,600,20,0.00012213126426497252,0.0008425013855119993,0.5444870591163635,0.42038458585739136,0.7278761267662048,COMPLETE
63,0.6372217535972595,2025-10-26 12:02:25.297212,2025-10-26 12:02:30.374056,5,class-specific,0.006523884497381782,128,128,256.0,,3,0.14385650719974863,600,20,0.00010153121787322065,0.00026214676065396076,0.5177852511405945,0.41997575759887695,0.7328540086746216,COMPLETE
52,0.6375901103019714,2025-10-26 12:01:32.797726,2025-10-26 12:01:37.326052,4,class-specific,0.010875997955244287,128,128,256.0,,3,0.056224300455917975,600,20,0.00013723262409874481,0.0007342870574469819,0.5193127393722534,0.4196404814720154,0.7311946749687195,COMPLETE
90,0.6386327743530273,2025-10-26 12:04:58.763539,2025-10-26 12:05:06.167549,7,class-specific,0.00406373871466425,128,128,64.0,,3,0.04484763089537305,600,40,0.00011710247397095235,0.0009058880441395367,0.6011112332344055,0.41869139671325684,0.7273229956626892,COMPLETE
170,0.6392917633056641,2025-10-26 12:13:13.055954,2025-10-26 12:13:19.321125,6,class-specific,0.009153546449819834,128,64,256.0,,3,0.06490332639493951,1500,20,0.00011720446351278397,0.0008378481424466659,0.5928261876106262,0.4180915355682373,0.7334070801734924,COMPLETE
128,0.6393672823905945,2025-10-26 12:08:40.087866,2025-10-26 12:08:46.495448,6,class-specific,0.007883947039750464,128,64,64.0,,3,0.12809866106501377,1500,20,0.00020355378287698043,0.00010032939367414567,0.5296189785003662,0.4180228114128113,0.7195796370506287,COMPLETE
25,0.6402884721755981,2025-10-26 11:58:40.636891,2025-10-26 11:58:45.558050,4,class-specific,0.009097074724579246,128,128,256.0,,3,0.027087789170999355,600,20,0.00011838673856161448,0.0022320048392135304,0.5068924427032471,0.4171842932701111,0.7267699241638184,COMPLETE
183,0.6414068341255188,2025-10-26 12:14:37.831171,2025-10-26 12:14:43.651969,5,class-specific,0.008864205907900585,128,64,256.0,,3,0.03946871649136284,1500,20,0.00013422026166915084,0.0007358005608633985,0.3214927017688751,0.4161663055419922,0.7190265655517578,COMPLETE
122,0.6415736675262451,2025-10-26 12:08:05.178063,2025-10-26 12:08:10.749264,5,class-specific,0.008617773099105976,128,64,64.0,,3,0.3072530406582092,1500,20,0.000160695890470792,0.00011574399199594317,0.3398146629333496,0.41601449251174927,0.7146017551422119,COMPLETE
141,0.6419949531555176,2025-10-26 12:10:08.913128,2025-10-26 12:10:16.347375,7,class-specific,0.007877972263984508,128,64,64.0,,3,0.30290485223655467,1500,20,0.0001697238817360774,0.00012461195415634432,0.5924218893051147,0.4156310558319092,0.7273229956626892,COMPLETE
33,0.6432321071624756,2025-10-26 11:59:33.517714,2025-10-26 11:59:38.811562,5,class-specific,0.008990448221220202,256,256,256.0,,3,0.12550973713321675,600,40,0.0001294127325666768,0.003215876918381421,0.7300441861152649,0.4145049452781677,0.7179203629493713,COMPLETE
125,0.6434551477432251,2025-10-26 12:08:19.837072,2025-10-26 12:08:26.924212,7,class-specific,0.007273149780826571,128,64,64.0,,3,0.10608646819965623,1500,20,0.00017724195754848535,0.00016562691699512452,0.5417952537536621,0.41430187225341797,0.7356194853782654,COMPLETE
84,0.6435856819152832,2025-10-26 12:04:25.779122,2025-10-26 12:04:30.521260,4,class-specific,0.007643400846062717,128,64,64.0,,3,0.19092783164523186,600,20,0.000134862855972995,0.00015085978426541684,0.6044981479644775,0.41418302059173584,0.7184734344482422,COMPLETE
134,0.6441843509674072,2025-10-26 12:09:21.289262,2025-10-26 12:09:28.624143,7,class-specific,0.00792913183237024,128,64,64.0,,3,0.2976977263388959,1500,20,0.0001690756380168826,0.000120280559304498,0.5291292071342468,0.4136381149291992,0.7151548862457275,COMPLETE
185,0.6442626118659973,2025-10-26 12:14:49.477644,2025-10-26 12:14:54.404005,4,class-specific,0.009086935169200816,128,64,256.0,,3,0.046762283212460815,1500,20,0.0001001437832058846,0.0006799201708031601,0.6185821294784546,0.4135669469833374,0.721238911151886,COMPLETE
162,0.6446689963340759,2025-10-26 12:12:33.537521,2025-10-26 12:12:38.395001,4,class-specific,0.009620862221103114,128,64,64.0,,3,0.3075456718003934,1500,20,0.0001926985684562534,0.0001169630213048409,0.6234232187271118,0.41319698095321655,0.7184734344482422,COMPLETE
166,0.6454257369041443,2025-10-26 12:12:55.521675,2025-10-26 12:13:03.133475,7,class-specific,0.00861526716356576,128,64,64.0,,3,0.23360044031864918,900,40,0.00017532234011800928,0.00010919325137012048,0.4292566776275635,0.41250813007354736,0.7179203629493713,COMPLETE
44,0.6455917954444885,2025-10-26 12:00:49.222727,2025-10-26 12:00:53.372514,4,class-specific,0.01899972090586025,256,64,256.0,,3,0.12456234774816724,600,20,0.0007799906352120225,0.0011609539426865538,0.6596693396568298,0.412356972694397,0.7201327681541443,COMPLETE
22,0.645919144153595,2025-10-26 11:58:25.022197,2025-10-26 11:58:30.050980,5,class-specific,0.018337057141244013,128,128,256.0,,3,0.11766172236982783,600,20,0.0006550565913685414,0.005089480313619782,0.6433656215667725,0.41205912828445435,0.7179203629493713,COMPLETE
137,0.645980179309845,2025-10-26 12:09:40.233583,2025-10-26 12:09:46.196822,5,class-specific,0.008908066813604756,128,256,64.0,,3,0.022331555655733075,1500,20,0.00014192350897286946,0.00024080065215229153,0.44483014941215515,0.4120035171508789,0.7223451137542725,COMPLETE
151,0.6475513577461243,2025-10-26 12:11:25.286789,2025-10-26 12:11:30.158854,4,class-specific,0.0076475408545969145,128,256,128.0,,3,0.14474538376881402,1500,20,0.00017335971856693378,0.00015037418539933778,0.5509228110313416,0.41057342290878296,0.7068583965301514,COMPLETE
171,0.6484473347663879,2025-10-26 12:13:19.345982,2025-10-26 12:13:24.275875,4,class-specific,0.00888311088501005,128,64,256.0,,3,0.06216320141311128,1500,20,0.0001156978657277566,0.0009054603727068246,0.5533391833305359,0.4097577929496765,0.7179203629493713,COMPLETE
87,0.6487765908241272,2025-10-26 12:04:41.564740,2025-10-26 12:04:49.032266,7,class-specific,0.006712243307390613,128,64,64.0,,3,0.3391414435075596,1500,20,0.00015068005877859109,0.00015159947065841015,0.5998592972755432,0.40945810079574585,0.7228982448577881,COMPLETE
86,0.6499141454696655,2025-10-26 12:04:36.228973,2025-10-26 12:04:41.546669,5,class-specific,0.011101149171656319,128,128,64.0,,3,0.2180637943940789,600,20,0.00013502888051677872,0.00013137712293216568,0.713532567024231,0.40842264890670776,0.7217920422554016,COMPLETE
