number,value,datetime_start,datetime_complete,duration,params_embedding_mode,params_learning_rate,params_n_nodes_layer_0,params_n_nodes_layer_1,params_n_nodes_layer_2,params_n_nodes_layer_3,params_num_hidden_layers,params_segmentation_dropout_rate,params_total_updates,params_updates_per_epoch,params_weight_decay_embedding,params_weight_decay_segmentation,user_attrs_scaledentropy,user_attrs_test/rho2,user_attrs_test_acc,state
144,0.6260475516319275,2025-10-26 11:41:16.827615,2025-10-26 11:41:21.999497,5,shared,0.016431848600022555,128,64,,,2,0.32979725902149165,1200,40,0.001102893671768807,0.0013538832151995508,0.4705137312412262,0.4301469922065735,0.7400442361831665,COMPLETE
132,0.6281920075416565,2025-10-26 11:39:51.786649,2025-10-26 11:39:58.479748,6,shared,0.010342987512473038,128,64,,,2,0.3866252662073638,1500,40,0.0009206223218008276,0.0010068971104387936,0.367165207862854,0.42819494009017944,0.7317478060722351,COMPLETE
185,0.6291544437408447,2025-10-26 11:45:08.911960,2025-10-26 11:45:15.595615,6,shared,0.00948098160704559,128,256,,,2,0.30378026392843893,600,40,0.0011251285132687849,0.0010838803017896744,0.38284215331077576,0.4273189902305603,0.7328540086746216,COMPLETE
18,0.6298338174819946,2025-10-26 11:28:28.732606,2025-10-26 11:28:35.200341,6,shared,0.01553483680410673,128,256,,,2,0.3547144984390675,1500,20,0.005227958862649143,0.0074962209381130495,0.350178599357605,0.4267005920410156,0.7345132827758789,COMPLETE
181,0.6331383585929871,2025-10-26 11:44:44.895738,2025-10-26 11:44:50.257819,5,shared,0.011755954007829526,128,256,,,2,0.29822707202745613,600,40,0.00118311936815975,0.0014814294981258256,0.25587403774261475,0.42369264364242554,0.7378318309783936,COMPLETE
63,0.638178825378418,2025-10-26 11:32:44.691778,2025-10-26 11:32:50.747749,6,shared,0.007255905024170172,128,256,,,2,0.38373583503577063,900,40,0.0006791479558464913,0.00010028762185317834,0.4019820988178253,0.4191046953201294,0.7157079577445984,COMPLETE
165,0.639100968837738,2025-10-26 11:43:19.356016,2025-10-26 11:43:25.802218,6,shared,0.011471104906968522,128,64,,,2,0.3684620040421738,1200,40,0.0015653299202479853,0.0008358826243978395,0.2736402750015259,0.4182652235031128,0.7356194853782654,COMPLETE
180,0.6409013271331787,2025-10-26 11:44:38.514326,2025-10-26 11:44:44.868835,6,shared,0.011687980321003532,128,256,,,2,0.30014668513061854,600,40,0.0009931675872839963,0.001393687843122698,0.3944910764694214,0.416626513004303,0.7295354008674622,COMPLETE
82,0.6440828442573547,2025-10-26 11:34:36.357455,2025-10-26 11:34:42.399357,6,shared,0.006170941863360987,128,64,,,2,0.38606797298414736,1500,40,0.0063816998206016,0.00012873645142789675,0.3209412395954132,0.4137304425239563,0.7018805146217346,COMPLETE
127,0.6469150185585022,2025-10-26 11:39:24.605701,2025-10-26 11:39:29.126522,4,shared,0.01876546027988635,128,64,,,2,0.340111914816711,1500,40,0.0009040950550313115,0.0037924289206508334,0.45219361782073975,0.41115260124206543,0.7273229956626892,COMPLETE
151,0.6488359570503235,2025-10-26 11:41:57.682360,2025-10-26 11:42:04.075788,6,shared,0.012851845192778108,128,64,,,2,0.3783937220580665,1200,40,0.0012116399013606467,0.0009726672160257989,0.33218780159950256,0.40940403938293457,0.7217920422554016,COMPLETE
171,0.6503862142562866,2025-10-26 11:43:49.120827,2025-10-26 11:43:54.438547,5,shared,0.012097731318153403,128,64,,,2,0.388082557500623,1200,40,0.0013599180524733764,0.000996207963403099,0.463866651058197,0.407992959022522,0.7223451137542725,COMPLETE
75,0.6507815718650818,2025-10-26 11:33:52.264704,2025-10-26 11:33:59.108610,6,shared,0.007988469263688501,128,256,,,2,0.32363841301397445,1500,40,0.004958440471396333,0.0008285801428634933,0.336175799369812,0.4076331853866577,0.7339601516723633,COMPLETE
188,0.6519923806190491,2025-10-26 11:45:24.232342,2025-10-26 11:45:30.012913,5,shared,0.008390772859787836,128,256,,,2,0.30246886349002033,600,40,0.0008847458374878535,0.0011203281638815586,0.4718592166900635,0.4065309762954712,0.7079645991325378,COMPLETE
99,0.6521151661872864,2025-10-26 11:36:20.365970,2025-10-26 11:36:26.664290,6,shared,0.013393449873180157,128,64,128.0,128.0,4,0.31637164281726415,1500,20,0.0038879206304571682,0.00010052706695885072,0.30088040232658386,0.4064192771911621,0.7306416034698486,COMPLETE
191,0.6528591513633728,2025-10-26 11:45:40.356482,2025-10-26 11:45:45.895882,5,shared,0.008557811601416332,128,256,,,2,0.2990261811017701,600,40,0.001035337661151715,0.0009198312866778323,0.459462434053421,0.40574198961257935,0.7251105904579163,COMPLETE
28,0.6535958051681519,2025-10-26 11:29:20.856084,2025-10-26 11:29:25.559390,4,shared,0.011746576851635637,128,256,64.0,,3,0.3291282497269866,1500,40,0.006545554857965418,0.0007150638592083482,0.39990299940109253,0.4050714373588562,0.7339601516723633,COMPLETE
74,0.6538701057434082,2025-10-26 11:33:45.804196,2025-10-26 11:33:52.233146,6,shared,0.008623074740537117,128,256,,,2,0.3322585862173365,1500,40,0.005247323601864375,0.000835861459564795,0.30275529623031616,0.40482187271118164,0.7195796370506287,COMPLETE
140,0.6551288366317749,2025-10-26 11:40:52.849641,2025-10-26 11:40:59.137672,6,shared,0.017447156081526093,128,64,,,2,0.35877751598225416,1200,40,0.0012235237727438236,0.00107257572211058,0.18696291744709015,0.40367603302001953,0.7168141603469849,COMPLETE
146,0.6570256352424622,2025-10-26 11:41:28.842732,2025-10-26 11:41:32.428883,3,shared,0.01434944095349083,128,64,,,2,0.3331752229471139,1200,40,0.0011294212543485156,0.0013493208328153941,0.6662184000015259,0.40194952487945557,0.7134955525398254,COMPLETE
113,0.6572904586791992,2025-10-26 11:37:55.261888,2025-10-26 11:38:01.322020,6,shared,0.015452579134931753,128,256,,,2,0.27294766242907365,1500,40,0.00021265946096933738,0.001577084458864119,0.25541770458221436,0.4017084836959839,0.716261088848114,COMPLETE
30,0.657299280166626,2025-10-26 11:29:31.829054,2025-10-26 11:29:39.238233,7,shared,0.010810010722329516,128,64,64.0,,3,0.3222083415007466,300,40,0.0005115512246376124,0.0015001815370413983,0.24123139679431915,0.401700496673584,0.705199122428894,COMPLETE
115,0.657886803150177,2025-10-26 11:38:07.787134,2025-10-26 11:38:14.236508,6,shared,0.005170004334222931,128,256,,,2,0.27569878694777994,1500,40,0.0002807868579224353,0.0014288063533816984,0.38592156767845154,0.40116554498672485,0.7245575189590454,COMPLETE
152,0.6603875756263733,2025-10-26 11:42:04.127260,2025-10-26 11:42:09.941297,5,shared,0.01252812443512799,128,64,,,2,0.38287749443089936,1200,40,0.0013816567698650608,0.0009552238452352086,0.3632873296737671,0.39888936281204224,0.7273229956626892,COMPLETE
159,0.6614174246788025,2025-10-26 11:42:46.570289,2025-10-26 11:42:51.682597,5,shared,0.01798504005906387,128,64,,,2,0.3754706515304036,900,40,0.0005233559022874269,0.006994259302826781,0.39336469769477844,0.39795196056365967,0.7057521939277649,COMPLETE
80,0.6619113087654114,2025-10-26 11:34:23.927870,2025-10-26 11:34:29.942659,6,shared,0.00528876632452062,128,64,,,2,0.3724967903032191,1500,40,0.002655219183188806,0.00017458359429302543,0.517157793045044,0.3975023031234741,0.7289823293685913,COMPLETE
148,0.662071168422699,2025-10-26 11:41:39.387800,2025-10-26 11:41:45.786991,6,shared,0.015188333938384388,128,64,,,2,0.31710337580390496,1200,40,0.001302995379975195,0.0012756396138109808,0.45207834243774414,0.39735686779022217,0.7190265655517578,COMPLETE
114,0.6635680794715881,2025-10-26 11:38:01.347869,2025-10-26 11:38:07.752269,6,shared,0.005246313082505432,128,256,,,2,0.26933446997922506,1500,40,0.00020048276433590247,0.0016112568951139256,0.3511815667152405,0.39599430561065674,0.7107300758361816,COMPLETE
11,0.663955807685852,2025-10-26 11:27:56.925503,2025-10-26 11:28:00.833762,3,class-specific,0.035585247511519445,64,64,,,2,0.30131693855105224,1500,20,0.005660947039018419,0.0006164542836287447,0.37358418107032776,0.3956412672996521,0.716261088848114,COMPLETE
123,0.6672796010971069,2025-10-26 11:38:59.015744,2025-10-26 11:39:05.842943,6,shared,0.006361121155133995,128,256,,,2,0.313208138547907,1500,40,0.0003688657183915273,0.001171084496917147,0.4301704466342926,0.3926159739494324,0.7251105904579163,COMPLETE
134,0.6678929328918457,2025-10-26 11:40:01.594107,2025-10-26 11:40:09.182198,7,shared,0.009611086929627295,128,64,,,2,0.3874565460356175,1500,40,0.0007633700814862778,0.008680226325025095,0.3867260217666626,0.39205771684646606,0.7284291982650757,COMPLETE
110,0.6688541173934937,2025-10-26 11:37:34.433488,2025-10-26 11:37:41.310295,6,shared,0.008858929161688752,128,256,,,2,0.2463066346564951,1500,40,0.000188320823112013,0.0015546537436301325,0.1806022673845291,0.39118272066116333,0.7173672318458557,COMPLETE
143,0.6690352559089661,2025-10-26 11:41:10.212516,2025-10-26 11:41:16.800709,6,shared,0.01889389588789937,128,64,,,2,0.3533126652122313,1200,40,0.001765799364347791,0.0015128217124783538,0.3490775525569916,0.3910178542137146,0.7201327681541443,COMPLETE
116,0.6691575646400452,2025-10-26 11:38:14.262508,2025-10-26 11:38:19.931260,5,shared,0.0052673729542969255,128,256,,,2,0.2762613993942942,1500,40,0.00022915863431030784,0.0014758397323793176,0.2936098575592041,0.39090651273727417,0.7251105904579163,COMPLETE
131,0.6700251698493958,2025-10-26 11:39:44.266940,2025-10-26 11:39:51.757553,7,shared,0.01332882280675922,128,64,,,2,0.3065356893722516,1500,40,0.0006099515697257329,0.0013542254784272532,0.1458674967288971,0.390116810798645,0.7223451137542725,COMPLETE
135,0.6710184812545776,2025-10-26 11:40:09.213524,2025-10-26 11:40:15.514093,6,shared,0.014641771940720895,128,64,,,2,0.3828086932536595,1500,40,0.0007340571510744832,0.005116930126650239,0.5690708756446838,0.3892126679420471,0.7240044474601746,COMPLETE
178,0.6718500256538391,2025-10-26 11:44:29.651487,2025-10-26 11:44:34.556238,4,shared,0.013828180096509398,128,64,,,2,0.3517619137876976,1200,20,0.004904368119978259,0.003892928593092411,0.13410089910030365,0.38845574855804443,0.7079645991325378,COMPLETE
138,0.6720513701438904,2025-10-26 11:40:27.617789,2025-10-26 11:40:34.355714,6,shared,0.012669112011292722,128,64,,,2,0.39941747138167605,300,40,0.0008470479028765147,0.0018602290427386476,0.1732473522424698,0.3882725238800049,0.7040929198265076,COMPLETE
193,0.6724894642829895,2025-10-26 11:45:50.616557,2025-10-26 11:45:56.249885,5,shared,0.009813986018046244,128,256,,,2,0.2968774419603027,600,40,0.0011588550798930285,0.000914921427289548,0.33576080203056335,0.38787364959716797,0.7129424810409546,COMPLETE
173,0.6738287806510925,2025-10-26 11:44:00.490204,2025-10-26 11:44:06.048587,5,shared,0.01565359963293658,128,64,,,2,0.3951655836175847,1200,40,0.0017641266943190597,0.0011590152207389545,0.18870608508586884,0.3866546154022217,0.7096238732337952,COMPLETE
2,0.6751781105995178,2025-10-26 11:26:34.223294,2025-10-26 11:26:39.300883,5,class-specific,0.01498242599140776,64,256,256.0,,3,0.2359960270998458,1500,10,0.0038678746565267196,0.00024267146704338156,0.36267730593681335,0.38542646169662476,0.7256637215614319,COMPLETE
43,0.6761428713798523,2025-10-26 11:31:12.085544,2025-10-26 11:31:15.676380,3,class-specific,0.024051007014734796,64,256,64.0,,3,0.29869775540599747,900,10,0.004200450110128511,0.0013150074358660208,0.2693362832069397,0.3845481872558594,0.7035398483276367,COMPLETE
125,0.6788341403007507,2025-10-26 11:39:13.561716,2025-10-26 11:39:20.606879,7,shared,0.0048789623470727244,128,64,,,2,0.2837858240236047,1500,40,0.00025049205787570455,0.001237854006490637,0.42337051033973694,0.38209855556488037,0.6902654767036438,COMPLETE
184,0.6794266104698181,2025-10-26 11:45:03.487411,2025-10-26 11:45:08.838664,5,shared,0.010543131703394269,128,256,,,2,0.3203700879169811,600,40,0.0013056945421210037,0.0001007680287580861,0.20181666314601898,0.38155925273895264,0.716261088848114,COMPLETE
35,0.6796894073486328,2025-10-26 11:30:09.223689,2025-10-26 11:30:15.826646,6,shared,0.011809127362712023,128,256,,,2,0.34579163327454804,900,40,0.0008055328837681351,0.0005651411844048372,0.5220999121665955,0.3813199996948242,0.7256637215614319,COMPLETE
153,0.6813966035842896,2025-10-26 11:42:09.967525,2025-10-26 11:42:16.783961,6,shared,0.010806310196006337,128,64,,,2,0.3229205820526099,1200,40,0.0015687853127875609,0.0007215340471706234,0.24297773838043213,0.37976616621017456,0.7079645991325378,COMPLETE
128,0.6814538836479187,2025-10-26 11:39:29.154890,2025-10-26 11:39:35.305127,6,shared,0.019622018576676618,128,64,,,2,0.3393654386425352,1500,40,0.0009926365924470665,0.004476502971334644,0.582373857498169,0.3797139525413513,0.721238911151886,COMPLETE
147,0.6816053986549377,2025-10-26 11:41:32.468418,2025-10-26 11:41:39.351894,6,shared,0.013819283215943518,128,64,,,2,0.3315608121911845,1200,40,0.0010313947262109316,0.0011774909244860916,0.3846714496612549,0.3795759677886963,0.7101770043373108,COMPLETE
186,0.6820909380912781,2025-10-26 11:45:15.622519,2025-10-26 11:45:19.758058,4,shared,0.009316016350550346,128,256,,,2,0.3068903520785751,600,40,0.0010949641800946084,0.0010205454452912016,0.27599501609802246,0.379133939743042,0.7035398483276367,COMPLETE
67,0.682213306427002,2025-10-26 11:33:09.015623,2025-10-26 11:33:15.182329,6,class-specific,0.006708976020999733,128,64,,,2,0.3353011365739488,600,40,0.000389721052734275,0.00019158861812343446,0.2989242672920227,0.3790227174758911,0.6980088353157043,COMPLETE
164,0.6827342510223389,2025-10-26 11:43:12.515191,2025-10-26 11:43:19.334719,6,shared,0.009051371223799657,128,64,,,2,0.35420885392808826,1200,40,0.00072466500536786,0.0055894596425672275,0.442844420671463,0.37854838371276855,0.7007743120193481,COMPLETE
112,0.6831375956535339,2025-10-26 11:37:48.720142,2025-10-26 11:37:55.233196,6,shared,0.008805662946007388,128,256,,,2,0.19491891515488946,1500,40,0.0001338646841722426,0.0032736373979905644,0.5573797821998596,0.37818121910095215,0.7278761267662048,COMPLETE
108,0.6835249662399292,2025-10-26 11:37:23.614884,2025-10-26 11:37:29.845854,6,class-specific,0.006005904703421899,64,128,,,2,0.3490133972513071,1500,20,0.003324231477339615,0.007384337784774634,0.3723714351654053,0.37782877683639526,0.6919247508049011,COMPLETE
87,0.6836759448051453,2025-10-26 11:35:06.844320,2025-10-26 11:35:13.563186,6,shared,0.006302717248788676,128,64,,,2,0.3734245342710072,1500,40,0.005798434922981424,0.00012544648103964784,0.3174305260181427,0.3776913285255432,0.6819690465927124,COMPLETE
136,0.683708667755127,2025-10-26 11:40:15.541315,2025-10-26 11:40:20.788048,5,shared,0.010359753097994874,128,64,,,2,0.39589190106382854,1500,40,0.0009187807682026357,0.0016877414946934349,0.1225496158003807,0.3776615262031555,0.7063053250312805,COMPLETE
166,0.6877878904342651,2025-10-26 11:43:25.825448,2025-10-26 11:43:29.934826,4,shared,0.010903104918076702,128,256,,,2,0.32636229575507664,300,40,0.0011356777523671994,0.009822479187635211,0.3174157738685608,0.3739483952522278,0.6946902871131897,COMPLETE
130,0.6880857944488525,2025-10-26 11:39:40.375210,2025-10-26 11:39:44.238673,3,shared,0.018234010821233573,128,256,,,2,0.3570953611739827,1500,40,0.0011016133631610982,0.006236512281507624,0.23404096066951752,0.37367725372314453,0.7140486836433411,COMPLETE
84,0.6890263557434082,2025-10-26 11:34:48.224279,2025-10-26 11:34:54.004566,5,shared,0.006794946814312457,128,64,,,2,0.3911409207379505,1500,40,0.002819212968522042,0.005231451931870403,0.4085119664669037,0.37282121181488037,0.6974557638168335,COMPLETE
154,0.6908588409423828,2025-10-26 11:42:16.807819,2025-10-26 11:42:21.475123,4,shared,0.013409233582886997,128,64,,,2,0.36418307902612834,1200,40,0.0010173422885397928,0.00109539943482105,0.4492509365081787,0.37115317583084106,0.7228982448577881,COMPLETE
69,0.6918842792510986,2025-10-26 11:33:20.002588,2025-10-26 11:33:24.556090,4,shared,0.03253986027982583,64,64,,,2,0.38440204871110717,900,40,0.0009633718859034573,0.00014164144956125966,0.5087387561798096,0.3702198266983032,0.7018805146217346,COMPLETE
85,0.6936218738555908,2025-10-26 11:34:54.028425,2025-10-26 11:35:00.494376,6,shared,0.007562007772198573,128,64,,,2,0.3993041220867877,1500,40,0.008690362950844,0.00014233169445884193,0.5965865254402161,0.36863815784454346,0.7151548862457275,COMPLETE
117,0.6937411427497864,2025-10-26 11:38:19.955072,2025-10-26 11:38:25.819397,5,shared,0.004475896372171655,128,256,,,2,0.25557313236951956,1500,40,0.00021096884168581126,0.001839808581352393,0.38563409447669983,0.3685295581817627,0.6969026327133179,COMPLETE
98,0.6944822072982788,2025-10-26 11:36:14.491945,2025-10-26 11:36:20.338904,5,shared,0.00651007757847212,128,256,,,2,0.3898102142789437,1500,40,0.0005426528056146207,0.0005897020325310185,0.26814404129981995,0.3678550720214844,0.7157079577445984,COMPLETE
58,0.6944843530654907,2025-10-26 11:32:07.689989,2025-10-26 11:32:13.155017,5,shared,0.04408406823915585,64,64,,,2,0.28124773022851973,900,40,0.00934926396620081,0.0038006335103374497,0.3986607789993286,0.3678531050682068,0.7063053250312805,COMPLETE
12,0.6968775987625122,2025-10-26 11:28:00.862510,2025-10-26 11:28:04.759637,3,class-specific,0.028289960045759874,64,64,,,2,0.1809053372566225,1500,20,0.0059884353118970085,0.0004538085239066697,0.48557424545288086,0.36567479372024536,0.721238911151886,COMPLETE
68,0.6999191641807556,2025-10-26 11:33:15.211304,2025-10-26 11:33:19.974804,4,shared,0.017606463617367257,128,256,256.0,,3,0.30893797725432953,1200,20,0.001245414108770109,0.0003327255656602633,0.3340153396129608,0.3629060387611389,0.7256637215614319,COMPLETE
27,0.70011967420578,2025-10-26 11:29:15.381039,2025-10-26 11:29:20.816385,5,class-specific,0.007165960432485273,64,64,256.0,,3,0.20857144437461536,1500,10,0.002377351235992495,0.00015580619750019643,0.20576371252536774,0.3627236485481262,0.6808628439903259,COMPLETE
163,0.7019783854484558,2025-10-26 11:43:05.683678,2025-10-26 11:43:12.478299,6,shared,0.01471383392273396,128,64,,,2,0.3783101122497717,1200,40,0.001929168303887768,0.0013265971034501882,0.4277758002281189,0.36103183031082153,0.6946902871131897,COMPLETE
167,0.7024462819099426,2025-10-26 11:43:29.963535,2025-10-26 11:43:33.415978,3,shared,0.01671300011095124,128,128,,,2,0.36772112628890236,1200,40,0.0015853450142383067,0.0008301234907578431,0.40326929092407227,0.36060577630996704,0.6930309534072876,COMPLETE
55,0.7034438252449036,2025-10-26 11:31:58.383117,2025-10-26 11:32:02.984019,4,class-specific,0.024208596490552917,64,256,64.0,,3,0.3743119287922425,1500,20,0.006050804965488371,0.0009781906676864032,0.6158844828605652,0.35969775915145874,0.7157079577445984,COMPLETE
60,0.7036920785903931,2025-10-26 11:32:29.804525,2025-10-26 11:32:33.200679,3,shared,0.025142621159563436,128,64,64.0,,3,0.19006724919739304,1500,10,0.0006551470130362683,0.0005211381483640217,0.12730269134044647,0.35947185754776,0.6974557638168335,COMPLETE
81,0.7064584493637085,2025-10-26 11:34:29.962349,2025-10-26 11:34:36.333261,6,shared,0.005538588961864047,128,64,,,2,0.3679079226392474,1500,40,0.003205294498071399,0.00017163547279535837,0.27020880579948425,0.35695379972457886,0.6957964897155762,COMPLETE
149,0.7068374752998352,2025-10-26 11:41:45.822882,2025-10-26 11:41:51.606354,5,shared,0.016224709834805513,128,64,,,2,0.3475140607235675,1200,40,0.0010314402740951472,0.0008612382633338578,0.41877099871635437,0.3566088080406189,0.7151548862457275,COMPLETE
192,0.7069255709648132,2025-10-26 11:45:45.926956,2025-10-26 11:45:50.586198,4,shared,0.008639288810344117,128,256,,,2,0.31684932205419786,600,40,0.001057172126174093,0.0010382208389840702,0.41648006439208984,0.356528639793396,0.6847345232963562,COMPLETE
26,0.7072336673736572,2025-10-26 11:29:12.949227,2025-10-26 11:29:15.362283,2,shared,0.03726298546234197,64,256,,,2,0.20865716864309355,300,20,0.0011569802310594673,0.0050074848450757615,0.28062233328819275,0.3562481999397278,0.6952433586120605,COMPLETE
133,0.7075840830802917,2025-10-26 11:39:58.512932,2025-10-26 11:40:01.577840,3,shared,0.016199568557827948,128,64,,,2,0.3756392276858643,1500,40,0.000899767731390933,0.0037793480215249494,0.555065929889679,0.3559291958808899,0.7018805146217346,COMPLETE
90,0.7082290053367615,2025-10-26 11:35:26.321221,2025-10-26 11:35:32.463183,6,shared,0.009174075754795109,256,64,,,2,0.3225264301882197,1500,40,0.009825703297744704,0.001060339442183301,0.20199830830097198,0.35534220933914185,0.6803097128868103,COMPLETE
93,0.7094209790229797,2025-10-26 11:35:44.453868,2025-10-26 11:35:50.704702,6,shared,0.00852847219761885,128,256,,,2,0.3298564322206098,1500,20,0.0041789413529016994,0.0001381502418855965,0.2479068487882614,0.35425716638565063,0.6792035102844238,COMPLETE
101,0.7102428078651428,2025-10-26 11:36:30.990500,2025-10-26 11:36:34.415825,3,shared,0.015681799515635985,128,64,128.0,128.0,4,0.29713559204973083,1500,20,0.003852053317923365,0.001951405537628531,0.2681036591529846,0.3535091280937195,0.7068583965301514,COMPLETE
122,0.7164703607559204,2025-10-26 11:38:52.631389,2025-10-26 11:38:58.986117,6,shared,0.004670551916806648,128,64,,,2,0.2888727298385812,1500,40,0.00017422759800799541,0.0014375386889072393,0.38617658615112305,0.3478406071662903,0.7046459913253784,COMPLETE
78,0.7175652980804443,2025-10-26 11:34:12.127958,2025-10-26 11:34:16.507441,4,shared,0.008362898493655119,128,64,,,2,0.3115470552773037,1500,40,0.003754422268849026,0.00023981271134837273,0.23077094554901123,0.34684401750564575,0.6996681690216064,COMPLETE
49,0.7179419994354248,2025-10-26 11:31:38.354257,2025-10-26 11:31:44.053186,5,class-specific,0.004751972447618914,64,64,256.0,,3,0.29003389669295165,1500,20,0.0068190847458129535,0.0016561318101782159,0.14992137253284454,0.34650105237960815,0.7157079577445984,COMPLETE
31,0.720254123210907,2025-10-26 11:29:39.268119,2025-10-26 11:29:46.046320,6,shared,0.012258638856400836,128,64,64.0,,3,0.32628591840263144,300,40,0.0004925990122682254,0.0013699147062982465,0.38601043820381165,0.3443964123725891,0.689712405204773,COMPLETE
137,0.7218612432479858,2025-10-26 11:40:20.815189,2025-10-26 11:40:27.591164,6,shared,0.008077224588264844,128,128,,,2,0.34862687621463634,1500,40,0.0006355110155569135,0.0009514400372781009,0.5915585160255432,0.3429335355758667,0.6996681690216064,COMPLETE
46,0.7248721718788147,2025-10-26 11:31:30.192354,2025-10-26 11:31:33.582554,3,shared,0.01838473115354703,64,256,128.0,,3,0.14640241249553032,1200,1,0.00351462913086309,0.0059980200147616205,0.4936237037181854,0.34019285440444946,0.6908186078071594,COMPLETE
33,0.7253706455230713,2025-10-26 11:29:53.483089,2025-10-26 11:30:01.375554,7,shared,0.020392390344944947,128,64,64.0,,3,0.316629827660133,300,40,0.0004645094442282884,0.0011326544213648444,0.17297634482383728,0.33973920345306396,0.6935840845108032,COMPLETE
121,0.7255725264549255,2025-10-26 11:38:44.941733,2025-10-26 11:38:52.605350,7,shared,0.005327911610609858,128,256,,,2,0.3044911685708922,1500,40,0.0002833365846854452,0.0023840272418457153,0.3541340231895447,0.33955544233322144,0.678650438785553,COMPLETE
141,0.7300686240196228,2025-10-26 11:40:59.164046,2025-10-26 11:41:03.344251,4,shared,0.02135862307834642,128,64,,,2,0.3626722037421272,1200,40,0.001501157575641408,0.0010332106083579037,0.6277838945388794,0.33546292781829834,0.6969026327133179,COMPLETE
145,0.7307152152061462,2025-10-26 11:41:22.025865,2025-10-26 11:41:28.812828,6,shared,0.016994617862523088,128,64,128.0,256.0,4,0.3270060462548412,1200,40,0.006181161833389449,0.0010078217835014997,0.20441780984401703,0.33487433195114136,0.67643803358078,COMPLETE
